architecture,target,event,occurrence,event_label,attempted_runs,event_matched_runs,actual_injections,not_reached_runs,matched_but_not_triggered_runs,drained_after_injection,faults_after_injection,no_result_runs,halt_recovered_runs,failure_probability_given_injection,fault_reasons,median_event_match_mission_ms,median_halt_start_after_event_ms,requested_duration_ms,median_actual_down_ms,median_drained_mission_ms,median_drained_completion_delta_ms,median_impact_ratio_drained,baseline_successes,baseline_attempts,baseline_failures,baseline_success_rate,baseline_median_ms,baseline_mean_ms,baseline_stdev_ms,baseline_mad_ms,baseline_noise_band_ms,drained_impact_exceeds_noise_band
CENTRALISED,COORDINATOR,CONVEYOR_DONE,1,after_first_bottle_transfer_to_rotary,20,20,20,0,0,17,3,0,20,0.15,TABLE_ALIGNMENT_TIMEOUT:3,2057.6046,0.0,500,500.2709,10666.512,500.214750000001,0.9998877608111946,10,13,3,0.7692307692307693,10166.29725,10168.62458,16.045447165182235,10.746099999999387,100.0,1
