target,architecture,event,occurrence,event_label,attempted_runs,event_matched_runs,event_reachability,actual_injections,injection_rate_per_attempt,matched_not_triggered_runs,not_reached_runs,pre_event_failures,pre_event_failure_rate_per_attempt,no_result_runs,drained_after_injection,faults_after_injection,mission_success_given_injection,mission_success_ci95_low,mission_success_ci95_high,mission_failure_given_injection,mission_failure_ci95_low,mission_failure_ci95_high,halt_recovered_runs,halt_recovery_rate_given_injection,injected_fault_reasons,pre_event_failure_reasons,event_time_median_ms,event_time_q1_ms,event_time_q3_ms,halt_start_lag_median_ms,halt_start_lag_p95_ms,actual_down_median_ms,actual_down_p05_ms,actual_down_p95_ms,down_error_median_ms,down_abs_error_p95_ms,drained_mission_median_ms,fault_terminal_mission_median_ms,drained_remaining_time_median_ms,drained_remaining_time_q1_ms,drained_remaining_time_q3_ms,fault_remaining_time_median_ms
COORDINATOR,CENTRALISED,CONVEYOR_DONE,2,after_second_bottle_transfer_to_rotary,20,19,0.95,19,0.95,0,1,1,0.05,0,17,2,0.8947368421052632,0.6860591728889099,0.9706414397011299,0.10526315789473684,0.02935856029887013,0.31394082711109006,19,1.0,TABLE_ALIGNMENT_TIMEOUT:2,TABLE_ALIGNMENT_TIMEOUT:1,4620.0936,4616.05045,4624.973,0.0,0.0,500.8972,500.31432,501.96477,0.897199999999998,1.9647699999999928,10681.4064,23892.88455,6056.674299999999,6052.698400000001,6063.7856,19272.89865
BATCH,DECOMPOSED_3CD,CONVEYOR_DONE,2,after_second_bottle_transfer_to_rotary,20,19,0.95,19,0.95,0,1,1,0.05,0,19,0,1.0,0.8318207759473837,1.0,0.0,0.0,0.16817922405261626,19,1.0,,TABLE_ALIGNMENT_TIMEOUT:1,4621.2341,4620.46155,4626.2780999999995,0.0,0.0,500.538,500.03355999999997,501.58737,0.5380000000000109,1.5873699999999977,10186.5733,,5562.145200000001,5556.3493,5570.829449999999,
PRODUCTION,DECOMPOSED_3CD,CONVEYOR_DONE,2,after_second_bottle_transfer_to_rotary,20,20,1.0,20,1.0,0,0,0,0.0,0,17,3,0.85,0.6395811352592431,0.9476312541037835,0.15,0.052368745896216595,0.36041886474075696,20,1.0,TABLE_ALIGNMENT_TIMEOUT:3,,4624.13115,4620.92835,4625.680625,0.0,0.0,500.948,500.040395,501.781465,0.9480000000000075,1.781465000000023,10685.4913,21681.2338,6063.4301000000005,6060.1080999999995,6067.4737,17053.8629
SAFETY,DECOMPOSED_3CD,CONVEYOR_DONE,2,after_second_bottle_transfer_to_rotary,20,18,0.9,18,0.9,0,2,2,0.1,0,17,1,0.9444444444444444,0.7424269921812741,0.990124809021697,0.05555555555555555,0.009875190978303097,0.25757300781872594,18,1.0,TABLE_ALIGNMENT_TIMEOUT:1,TABLE_ALIGNMENT_TIMEOUT:2,4621.961499999999,4619.768725,4624.115024999999,0.0,0.0,500.82325000000003,500.283105,501.75619,0.8232500000000016,1.7561899999999921,10189.6317,23397.2661,5566.1058,5560.455800000001,5571.167800000001,18777.6374
COORDINATOR,CENTRALISED,FILLER_DONE,2,after_second_bottle_fill,20,19,0.95,19,0.95,0,1,1,0.05,0,18,1,0.9473684210526315,0.753612688331012,0.9906480059376995,0.05263157894736842,0.009351994062300362,0.24638731166898786,19,1.0,TABLE_ALIGNMENT_TIMEOUT:1,TABLE_ALIGNMENT_TIMEOUT:1,6168.0107,6163.22305,6171.30875,0.0,0.0,500.7709,500.07426,501.70239999999995,0.7708999999999833,1.7023999999999884,10684.908599999999,21680.1454,4516.96835,4513.00305,4523.949424999999,15508.7291
BATCH,DECOMPOSED_3CD,FILLER_DONE,2,after_second_bottle_fill,20,18,0.9,18,0.9,0,2,2,0.1,0,18,0,1.0,0.8241207763533425,1.0,0.0,1.3877787807814457e-17,0.17587922364665765,18,1.0,,TABLE_ALIGNMENT_TIMEOUT:2,6166.8893499999995,6163.3757000000005,6171.09405,0.0,0.0,500.87390000000005,500.00847,501.782075,0.8739000000000203,1.782075000000023,10189.485850000001,,4022.1507,4018.2436000000007,4028.7528,
PRODUCTION,DECOMPOSED_3CD,FILLER_DONE,2,after_second_bottle_fill,20,17,0.85,17,0.85,0,3,3,0.15,0,16,1,0.9411764705882353,0.7301796936242461,0.9895395990150025,0.058823529411764705,0.01046040098499762,0.269820306375754,17,1.0,TABLE_ALIGNMENT_TIMEOUT:1,TABLE_ALIGNMENT_TIMEOUT:3,6166.845,6162.5564,6169.745,0.0,0.0,501.1797,500.36298000000005,502.0043,1.1797000000000253,2.0043000000000117,10687.13205,22275.5129,4517.0223,4514.363275000001,4528.710999999999,16113.883500000002
SAFETY,DECOMPOSED_3CD,FILLER_DONE,2,after_second_bottle_fill,20,19,0.95,19,0.95,0,1,1,0.05,0,18,1,0.9473684210526315,0.753612688331012,0.9906480059376995,0.05263157894736842,0.009351994062300362,0.24638731166898786,19,1.0,TABLE_ALIGNMENT_TIMEOUT:1,TABLE_ALIGNMENT_TIMEOUT:1,6166.4407,6162.40625,6169.15595,0.0,0.0,500.5819,500.14821,501.85451,0.5819000000000187,1.8545099999999821,10187.808,21786.9292,4021.6111000000005,4016.8892750000005,4024.6164749999994,15618.536099999998
COORDINATOR,CENTRALISED,TABLE_ALIGNED,3,after_third_confirmed_rotation,20,20,1.0,20,1.0,0,0,0,0.0,0,20,0,1.0,0.8388748419471806,1.0,0.0,0.0,0.16112515805281938,20,1.0,,,6682.2384999999995,6678.607175,6685.5735,0.0,0.0,500.6723,500.23595,501.41119499999996,0.672300000000007,1.411194999999978,10683.89235,,4000.8527500000005,3995.170249999999,4009.3528249999995,
BATCH,DECOMPOSED_3CD,TABLE_ALIGNED,3,after_third_confirmed_rotation,20,18,0.9,18,0.9,0,2,2,0.1,0,18,0,1.0,0.8241207763533425,1.0,0.0,1.3877787807814457e-17,0.17587922364665765,18,1.0,,TABLE_ALIGNMENT_TIMEOUT:2,6683.9662499999995,6678.7347,6688.0976,0.0,0.0,500.58315,500.226905,501.880915,0.5831499999999892,1.8809150000000014,10190.659899999999,,3506.1843999999996,3502.541875,3508.9145,
PRODUCTION,DECOMPOSED_3CD,TABLE_ALIGNED,3,after_third_confirmed_rotation,20,20,1.0,20,1.0,0,0,0,0.0,0,16,4,0.8,0.5839825677481065,0.9193423374202019,0.2,0.08065766257979809,0.4160174322518936,20,1.0,TABLE_ALIGNMENT_TIMEOUT:4,,6684.382250000001,6681.2801500000005,6689.713949999999,0.0,0.0,500.64175,500.03285500000004,501.76075499999996,0.6417500000000018,1.7607549999999974,10688.5905,23903.1889,4005.2152499999997,3997.8602000000005,4008.769775,17215.76465
SAFETY,DECOMPOSED_3CD,TABLE_ALIGNED,3,after_third_confirmed_rotation,20,18,0.9,18,0.9,0,2,2,0.1,0,17,1,0.9444444444444444,0.7424269921812741,0.990124809021697,0.05555555555555555,0.009875190978303097,0.25757300781872594,18,1.0,TABLE_ALIGNMENT_TIMEOUT:1,TABLE_ALIGNMENT_TIMEOUT:2,6684.115,6681.236625,6685.2943,0.0,0.0,500.5514,500.05208,501.78089,0.551400000000001,1.7808900000000105,10190.3089,21780.1828,3506.3358,3500.3742,3510.2542999999996,15094.7218
COORDINATOR,CENTRALISED,TABLE_ALIGNED,5,after_fifth_confirmed_rotation,20,15,0.75,15,0.75,0,5,5,0.25,0,15,0,1.0,0.7961166989641515,1.0,0.0,0.0,0.20388330103584862,15,1.0,,TABLE_ALIGNMENT_TIMEOUT:5,8913.4915,8912.3269,8918.413550000001,0.0,0.0,500.567,500.05785000000003,501.62318,0.5670000000000073,1.6231799999999845,10684.7521,,1771.3707999999988,1768.9826999999996,1773.5014500000007,
BATCH,DECOMPOSED_3CD,TABLE_ALIGNED,5,after_fifth_confirmed_rotation,20,16,0.8,16,0.8,0,4,4,0.2,0,16,0,1.0,0.8063923194655637,1.0,0.0,0.0,0.1936076805344365,16,1.0,,TABLE_ALIGNMENT_TIMEOUT:4,8908.8613,8905.868675000002,8915.339825,0.0,0.0,500.80145,500.16395,501.875025,0.8014499999999884,1.8750249999999937,10179.472300000001,,1270.6110000000008,1268.6540500000006,1275.0944249999998,
PRODUCTION,DECOMPOSED_3CD,TABLE_ALIGNED,5,after_fifth_confirmed_rotation,20,15,0.75,15,0.75,0,5,5,0.25,0,15,0,1.0,0.7961166989641515,1.0,0.0,0.0,0.20388330103584862,15,1.0,,TABLE_ALIGNMENT_TIMEOUT:5,8915.2802,8909.94905,8922.135900000001,0.0,0.0,500.8066,500.18440000000004,501.92756999999995,0.8066000000000031,1.9275699999999913,10691.5987,,1776.9213,1772.7188000000006,1780.6062000000002,
SAFETY,DECOMPOSED_3CD,TABLE_ALIGNED,5,after_fifth_confirmed_rotation,20,17,0.85,17,0.85,0,3,3,0.15,0,17,0,1.0,0.8156818649911483,1.0,0.0,0.0,0.1843181350088518,17,1.0,,TABLE_ALIGNMENT_TIMEOUT:3,8909.9263,8907.6384,8912.3063,0.0,0.0,500.7302,500.17106,501.427,0.7302000000000248,1.426999999999998,10182.9368,,1272.4193999999989,1270.5423999999985,1277.545,
