architecture,target,event,occurrence,event_label,attempted_runs,event_matched_runs,actual_injections,not_reached_runs,matched_but_not_triggered_runs,drained_after_injection,faults_after_injection,no_result_runs,halt_recovered_runs,failure_probability_given_injection,fault_reasons,median_event_match_mission_ms,median_halt_start_after_event_ms,requested_duration_ms,median_actual_down_ms,median_drained_mission_ms,median_drained_completion_delta_ms,median_impact_ratio_drained,baseline_successes,baseline_attempts,baseline_failures,baseline_success_rate,baseline_median_ms,baseline_mean_ms,baseline_stdev_ms,baseline_mad_ms,baseline_noise_band_ms,drained_impact_exceeds_noise_band
DECOMPOSED_3CD,SAFETY,CONVEYOR_DONE,1,after_first_bottle_transfer_to_rotary,20,20,20,0,0,18,2,0,20,0.1,TABLE_ALIGNMENT_TIMEOUT:1;TIMEOUT_CONVEYOR:1,2060.317,0.0,500,504.9833,14323.24485,16.465049999999792,0.03260513763524416,10,12,2,0.8333333333333334,14306.7798,14312.89974,31.013533304786705,24.061749999999847,100.0,0
