architecture,target,event,occurrence,event_label,repetition,status,terminal_status,fault_reason,event_matched,event_match_mission_ms,halt_triggered,halt_recovered,halt_start_after_event_ms,requested_duration_ms,actual_down_ms,mission_ms,completion_delta_vs_arch_baseline_median_ms,coordinator_elapsed_ticks,batch_elapsed_ticks,production_elapsed_ticks,safety_elapsed_ticks,wall_seconds,result_file,debug_log
CENTRALISED,NONE,BASELINE,,,1,EVENT_NOT_REACHED,DRAINED,NONE,False,-1.0,False,False,-1.0,0,0.0,10157.0139,,6921,0,0,0,11.517749,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\baseline_centralised_01.result.txt,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\baseline_centralised_01.log
CENTRALISED,NONE,BASELINE,,,2,EVENT_NOT_REACHED,DRAINED,NONE,False,-1.0,False,False,-1.0,0,0.0,10154.516,,6862,0,0,0,11.98038,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\baseline_centralised_02.result.txt,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\baseline_centralised_02.log
CENTRALISED,NONE,BASELINE,,,3,EVENT_NOT_REACHED,DRAINED,NONE,False,-1.0,False,False,-1.0,0,0.0,10126.8087,,6894,0,0,0,11.461582,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\baseline_centralised_03.result.txt,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\baseline_centralised_03.log
CENTRALISED,COORDINATOR,CONVEYOR_DONE,1,after_first_bottle_transfer_to_rotary,1,DRAINED,DRAINED,NONE,True,2060.1388,True,True,0.0,500,500.4405,10657.8079,503.29190000000017,7255,0,0,0,12.561626,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\coordinator_conveyor_done_01_rep01.result.txt,C:\Users\cta10\OneDrive\Desktop\part4\704\704GP1\Integration\Zhiyuan\central_reliable_smoke_runs\coordinator_conveyor_done_01_rep01.log
